file_name,caption,split
1998457059_c9ac9a1e1a.jpg,يتم إلقاء حافة الجسم على الشاطئ بموجة بينما يقف راكبو الأمواج الآخرون في الماء,test
1998457059_c9ac9a1e1a.jpg,أربعة سباحين في المحيط الأزرق البلوري مع ألواح تزلج صفراء,test
1998457059_c9ac9a1e1a.jpg,الناس يركبون الأمواج ويقفون في المحيط,test
1999444757_1b92efb590.jpg,فتاة بيضاء تتأرجح بسيف,val
1999444757_1b92efb590.jpg,سيدة تظهر سيفها,val
1999444757_1b92efb590.jpg,صبي في الزي الدفاع عن النفس يحمل سيف,val
2000459828_3c9e109106.jpg,مجموعة من الناس تقف أمام صخور,train
2000459828_3c9e109106.jpg,الرجال يبتعدون عن الصخور مع طفل,train
2000459828_3c9e109106.jpg,هناك رجلان وطفل يمشون في الخارج,train
2003663004_5b70920a98.jpg,توقف لاعب كرة قدم خلال المباراة,train
2003663004_5b70920a98.jpg,"لاعب كرة قدم يرتدي قميصًا أخضر اللون يحمل الرقم ""4"" عليه",train
2003663004_5b70920a98.jpg,شخص ما يأخذ قطعة قماش من لاعب كرة القدم غرين باي باكرز,train
2004674713_2883e63c67.jpg,شخص يشاهد كلبين يلعبان,train
2004674713_2883e63c67.jpg,شخص يقف خلف كلبين يتفاعلان مع بعضهما البعض,train
2004674713_2883e63c67.jpg,يقف الشخص بجانب كلب أسود وبراون يتأرجح بينما يقف كلب بني فاتح,train
200771289_31902164a7.jpg,رجال يرتدون النظارات الشمسية مع ظهورهم إلى الكاميرا,test
200771289_31902164a7.jpg,ظهر رجلين يرتديان حقائب ظهر بالقرب من بعض الخيام,test
200771289_31902164a7.jpg,اثنين من الرجال في ملابس سوداء وحقائب ظهر,test
2009636597_e3f4fe19fb.jpg,رجل خارج يلعب الغيتار ويدخن سيجارة,val
2009636597_e3f4fe19fb.jpg,رجل يحمل جيتارًا كهربائيًا يدخن سيجارة يجلس في الخارج,val
2009636597_e3f4fe19fb.jpg,شاب يدخن سيجارة بينما يحمل غيتارًا,val
201682811_105241dee3.jpg,يقترب رجلان من تمثال ذهبي من غاندي,train
201682811_105241dee3.jpg,شخصان ينظران نحو تمثال ذهبي,train
201682811_105241dee3.jpg,شخصين يقفان ويتحدقان في تمثال ذهبي,train
2017276266_566656c59d.jpg,كلب في الجو يصطاد بحلقة ، بينما يراقب كلب آخر,train
2017276266_566656c59d.jpg,كلب يقفز في الهواء للقبض على حلقة,train
2017276266_566656c59d.jpg,كلب صغير أبيض يقفز للقبض على حلقة حمراء,train
2021602343_03023e1fd1.jpg,صبي يحمل كرة السلة بغضب,train
2021602343_03023e1fd1.jpg,صبي مع كرة سلة يتوهج في الكاميرا,train
2021602343_03023e1fd1.jpg,صبي صغير يظهر مهاراته في كرة السلة,train
2021613437_d99731f986.jpg,صبي يتدرب على كرة السلة في صالة للألعاب الرياضية,test
2021613437_d99731f986.jpg,صبي يقطر كرة السلة في صالة الألعاب الرياضية,test
2021613437_d99731f986.jpg,صبي صغير يلعب كرة السلة,test
2021671653_567395c7cf.jpg,صبي يرتدي الدنيم يعمل على الرصيف,train
2021671653_567395c7cf.jpg,صبي صغير يتحرك أمام نباتات بوعاء وجدار بيج,train
2021671653_567395c7cf.jpg,صبي صغير يرتدي زي الدنيم يهرول في الشارع,train
2029280005_a19609c81a.jpg,رجل في قميص أسود يتدحرج أمام مقعد في المدينة,train
2029280005_a19609c81a.jpg,رجل يتزلج على الجليد أمام مقعد خشبي,train
2029280005_a19609c81a.jpg,رجل يرتدي قميصا أسودا وسروالا بني اللون يتزلج على سطح خرساني بالقرب من مقعد في الحديقة,train
2030781555_b7ff7be28f.jpg,الناس يجلسون على طول الماء ويتصيدون الأسماك,train
2030781555_b7ff7be28f.jpg,الناس تصطاد قبالة رصيف الميناء,train
2030781555_b7ff7be28f.jpg,الناس تصطاد قبالة ممر,train
203114209_e4cd71a6b7.jpg,فتاة تسقط من أنبوب الماء الأصفر والأزرق,val
203114209_e4cd71a6b7.jpg,امرأة معلقة بطرف طوف,val
203114209_e4cd71a6b7.jpg,امرأة شابة تلف انابيب المياه,val
2034553054_b00c166895.jpg,صبي ذو قبعة زرقاء يشير إلى زبدية مليئة بالفلين,train
2034553054_b00c166895.jpg,يشير الطفل في ملابس العصور الوسطى إلى شيء ما على الطاولة,train
2034553054_b00c166895.jpg,يجلس الطفل على الطاولة باللوازم الفنية والتفاح,train
2036407732_d5a0389bba.jpg,مجموعة من 5 أشخاص يسيرون نحو الجبال,train
2036407732_d5a0389bba.jpg,مجموعة من الناس يسيرون في أحد الطرق ، مع جبل في الخلفية,train
2036407732_d5a0389bba.jpg,مجموعة من الناس يمشون في الصحراء,train
2038662925_f4fa8c2534.jpg,زوجان يرتديان خوذات سوداء يجلسان على مقعد معاً,val
2038662925_f4fa8c2534.jpg,رجل وامرأة يرتديان خوذات الدراجات ، ويجرون محادثة,val
2038662925_f4fa8c2534.jpg,رجل يرتدي خوذة دراجة ينظر إلى امرأة ترتدي خوذة دراجة,val
2039457436_fc30f5e1ce.jpg,امرأة ترتقي صعودا فوق سياج,train
2039457436_fc30f5e1ce.jpg,امرأة تتسلق سياج من الأسلاك الشائكة,train
2039457436_fc30f5e1ce.jpg,تتسلق راعية البقر  فوق سياج الأسلاك الشائكة لتهرب من الشخصين المهددين على سطح السفينة,train
2040941056_7f5fd50794.jpg,يقاتل كلاب بنيان ويعضان بعضهما البعض,train
2040941056_7f5fd50794.jpg,اثنين من الكلاب يلعبان في الهواء الطلق,train
2040941056_7f5fd50794.jpg,اثنين من الكلاب تان يتقاتلان عند شجرة,train
2041867793_552819a40b.jpg,طفل يجلس على طاولة مطعم يحمل قناعًاعلى وجهه,test
2041867793_552819a40b.jpg,طفل في مطعم يتظاهر بقناع ورقي,test
2041867793_552819a40b.jpg,يرتدي الصبي قناع سكوبا من الورق المقوى في المطعم,test
2042009399_afad34e7c1.jpg,مجموعة من الأولاد يلعبون كرة القدم العلم بينما بعض المارة يراقبون,train
2042009399_afad34e7c1.jpg,أطفال يلعبون علامة كرة القدم,train
2042009399_afad34e7c1.jpg,الأولاد الصغار يلعبون كرة القدم باللمس,train
2043427251_83b746da8e.jpg,رجل يقفز في بركة طينية في منتصف الشارع,train
2043427251_83b746da8e.jpg,رجل يقفز صعودا وهبوطا في بركة في موقف للسيارات,train
2043427251_83b746da8e.jpg,رجل يقفز من الفرح في عاصفة ممطرة على الشاطئ,train
2043520315_4a2c782c90.jpg,الناس مع كلب يتسلقون الجبل الأخضر,train
2043520315_4a2c782c90.jpg,يمشي ثلاثة متجولون وكلب على أوراق الشجر على سفح التل,train
2043520315_4a2c782c90.jpg,يتجول ثلاثة أشخاص في أحد الجبال مع النهر والجبال الأخرى في الخلفية,train
2044063458_fcc76a7636.jpg,اثنين من الكلاب يطاردان الكرة الزرقاء في حقل,train
2044063458_fcc76a7636.jpg,كلبان صغيران يطاردان كرة,train
2044063458_fcc76a7636.jpg,اثنين من الكلاب الصغيرة يلعبون في حقل مع كرة صغيرة,train
2045023435_181854c013.jpg,كلب أسمر يلعب مع كرة التنس,train
2045023435_181854c013.jpg,كلب بني يصل إلى كرة التنس,train
2045023435_181854c013.jpg,كلب رمادي ينظر إلى كرة في الهواء,train
2045109977_b00ec93491.jpg,رجل يحمل قطعة قماش زرقاء ويبتسم,train
2045109977_b00ec93491.jpg,رجل يمسك ابريق بلاستيكي في الداخل,train
2045109977_b00ec93491.jpg,رجل يبتسم بينما كان يغسل النوافذ,train
2045562030_654ddea5e5.jpg,مجموعة من المراهقين ، واحدة ذات شعر وردي,train
2045562030_654ddea5e5.jpg,مجموعة من المراهقين يتحدثون بالقرب من جدار الاسمنت,train
2045562030_654ddea5e5.jpg,مجموعة من المراهقين يتحدثون بجانب مبنى بأعمدة رملية,train
2045928594_92510c1c2a.jpg,تقف امرأة بالقرب من نافورة,train
2045928594_92510c1c2a.jpg,السيدة تنتظر مع حقيبتها,train
2045928594_92510c1c2a.jpg,امرأة تقف في الشارع مع حقيبة تسوق ومحفظة,train
2046222127_a6f300e202.jpg,رجل يرتدي سترة ذات لون نيون يمسك قسمًا من الخشب,train
2046222127_a6f300e202.jpg,رجل في سترة صفراء نيون يحمل صندوق خشبي,train
2046222127_a6f300e202.jpg,رجل ذو شعر قصير ينقل بنية خشبية,train
2046778775_0dd7cac6ab.jpg,تقف مجموعة من الأطفال على خشبة المسرح أمام جمهور جاهز للأداء,train
2046778775_0dd7cac6ab.jpg,مجموعة من الاطفال على خشبة المسرح,train
2046778775_0dd7cac6ab.jpg,مجموعة كبيرة من الأطفال يؤدون على خشبة المسرح أمام جمهور,train
2049051050_20359a434a.jpg,يتم تغطية فتاة في سترة سوداء وقبعة في بطانية وردية,test
2049051050_20359a434a.jpg,امرأة في قبعة سوداء والزي تجلس في الرمال,test
2049051050_20359a434a.jpg,امرأة ترتدي قبعة سوداء تجلس على الرمال,test
2049646140_d0de01e3c4.jpg,طفل يقوم بالجمباز,train
2049646140_d0de01e3c4.jpg,لاعب جمباز الطفل يؤدي خدعة في صالة للألعاب الرياضية,train
2049646140_d0de01e3c4.jpg,فتاة في يوتار أزرق تقوم بشقلبة على حصيرة الجمباز الزرقاء,train
2050067751_22d2763fd2.jpg,طفل في حذاء أخضر يحدق في البالوعة,train
2050067751_22d2763fd2.jpg,طفل صغير يرتدي قميصًا أخضرًا ويرتدي الفساتين,train
2050067751_22d2763fd2.jpg,فتاة شقراء تبحث أسفل صريف على الطريق,train
2051194177_fbeee211e3.jpg,كلب كبير أسمر يركض في المياه الضحلة بعصا في فمه,train
2051194177_fbeee211e3.jpg,كلب يمر عبر الماء بينما يحمل عصا في فمه,train
2051194177_fbeee211e3.jpg,الاكلب يخرج من الماء حاملاً عصا في فمه,train
2052202553_373dad145b.jpg,الكلب يحمل عصا كبيرة جدا من خلال الماء,train
2052202553_373dad145b.jpg,كلب يحمل عصا في فمه في الماء,train
2052202553_373dad145b.jpg,كلب يمر من خلال جدول مع عصا في فمه,train
2052702658_da1204f6d1.jpg,طفل في زي أحمر يلعب مع الثلج,train
2052702658_da1204f6d1.jpg,طفل يصنع كرة من الثلج,train
2052702658_da1204f6d1.jpg,يلعب طفل باللون البرتقالي مع كرة من الثلج في الخارج,train
2052953131_30834196fb.jpg,شخص يرتدي سترة سوداء وحمراء يسير فوق جبل ثلجي,val
2052953131_30834196fb.jpg,شخص يسير فوق تلة ثلجية,val
2052953131_30834196fb.jpg,يرتدي الشخص الذي يرتدي سترة حمراء تلة ثلجية,val
2053006423_6adf69ca67.jpg,رجل ينظر إلى منظر جبل معشوش يقف على صخرة,train
2053006423_6adf69ca67.jpg,رجل بلا قميص يقف على صخرة تطل على جانب التل,train
2053006423_6adf69ca67.jpg,رجل بلا قميص على ارتفاع الجرف ينظر إلى الكاميرا,train
2053441349_a98b5fc742.jpg,كلب في حقل من الزهور الملونة,train
2053441349_a98b5fc742.jpg,كلب بني كبير يمر عبر حقل من الزهور,train
2053441349_a98b5fc742.jpg,الكلب البني يمشي من خلال الزهور,train
2053733930_e245615ad4.jpg,معدات تسلق الجبال على الجبل,val
2053733930_e245615ad4.jpg,معدات التزلج على جانب الجبل الثلجي,val
2053733930_e245615ad4.jpg,معدات التزلج يجلس وحده على جبل ثلجي,val
2053777548_108e54c826.jpg,كلب أحمر يقفز يمسك كرة التنس في فمه,train
2053777548_108e54c826.jpg,كلب يقفز للقبض على كرة التنس,train
2053777548_108e54c826.jpg,يقفز الكلب للقبض على الكرة,train
2054308369_f9c6ec7815.jpg,فتاة صغيرة تعطي قبلة لكلب,train
2054308369_f9c6ec7815.jpg,كلب تان وفتاة صغيرة يقبلان,train
2054308369_f9c6ec7815.jpg,كلب أصفر يلعق فتاة صغيرة على الأنف,train
2054869561_ff723e9eab.jpg,كلب أبيض وأسود يطارد الفريسبي الوردي,test
2054869561_ff723e9eab.jpg,كلب أبيض وأسود يطارد الفريسبي بينغ,test
2054869561_ff723e9eab.jpg,كلب أبيض وأسود يركض بفريسبي وردي بجانبه,test
2055646179_169807fed4.jpg,يلعب الطفل مع صنبور مياه في الهواء الطلق بينما يشاهد بقية أفراد عائلته,train
2055646179_169807fed4.jpg,تتجمع عائلة مبتسمة حول صنبور مياه في مرعى,train
2055646179_169807fed4.jpg,طفل صغير يلعب بخرطوم في حقل مع طفل آخر,train
2056041678_d6b5b39b26.jpg,رجل ينزل جبل ثلجي,train
2056041678_d6b5b39b26.jpg,شخص يتسلق جبلًا ثلجيًا,train
2056041678_d6b5b39b26.jpg,الشخص في الجبال الثلجية,train
2056042552_f59e338533.jpg,كلب رمادي يقفز باتجاه كلب أبيض وأسود في الثلج,train
2056042552_f59e338533.jpg,اثنين من الكلاب يلعبون على الشاطئ,train
2056042552_f59e338533.jpg,اثنين من الكلاب تلعب على الشاطئ,train
2056377805_e9a9b3bcf0.jpg,مجموعة من الأصدقاء يركبون في طوف,train
2056377805_e9a9b3bcf0.jpg,مجموعة من الناس تجدف بالنهر,train
2056377805_e9a9b3bcf0.jpg,مجموعة كبيرة من الناس في طوف أحمر يرتدون سترات حمراء على النهر,train
205682549_713aa6cd88.jpg,مسافر يقف على قمة عالية في الجبال,val
205682549_713aa6cd88.jpg,رجل يقف على قمة جبل ويداه في الهواء,val
205682549_713aa6cd88.jpg,رجل يرفع ذراعيه على قمة جبل,val
2056930414_d2b0f1395a.jpg,صبي صغير يلعب غيتار لعبة بينما يغني في ميكروفون لعبة,train
2056930414_d2b0f1395a.jpg,صبي صغير مع لعبة ميكروفون وجيتار يتظاهر بممارسة الموسيقى,train
2056930414_d2b0f1395a.jpg,الطفل لديه الغيتار الأحمر الصغير وميكروفون لعبة,train
2057160636_6e9cf3b5f0.jpg,رجل يتجول في الماء,val
2057160636_6e9cf3b5f0.jpg,شخص يجدف على قارب على بحيرة,val
2057160636_6e9cf3b5f0.jpg,مناظر طبيعية جميلة مع قارب على البحيرة,val
2057305043_952b8dc82c.jpg,شخص بالمظلات فوق المحيط,train
2057305043_952b8dc82c.jpg,طائرة شراعية بنفسجية تحلق فوق المحيط بالقرب من جرف,train
2057305043_952b8dc82c.jpg,وقد قفز شخص ما مع المظلة ارجوانية قبالة الهاوية,train
2057306459_2f52ce648e.jpg,الناس يحملون المظلة بعد الهبوط على الأرض,train
2057306459_2f52ce648e.jpg,يقف المظليين في حقل قريب من مظلة,train
2057306459_2f52ce648e.jpg,اثنين من الناس يطويان المظلة بعد أن هبطوا في حقل,train
2058091220_2087270068.jpg,رجل يرتفع في الصحراء,
2058091220_2087270068.jpg,مظلة على بعض الرمال,
2058091220_2087270068.jpg,المظليين يهبطون,
2058124718_89822bc96e.jpg,اثنين من الكلاب يتهاوشان ,train
2058124718_89822bc96e.jpg,كلبان يلعبان,train
2058124718_89822bc96e.jpg,كلبان يلعبان معًا واحداهما لديه لعبة بطة في فمه,train
2058472558_7dd5014abd.jpg,فتاة تركض بأذرع ممدودة,train
2058472558_7dd5014abd.jpg,فتاة صغيرة في ثوب بيزلي تركض عبر ملعب رملي,train
2058472558_7dd5014abd.jpg,فتاة صغيرة تركض,train
2059616165_b7c99c1009.jpg,كلب أسود,val
2059616165_b7c99c1009.jpg,كلب أسود يستلقي على مرج عشبي مغطى بالأوراق,val
2059616165_b7c99c1009.jpg,الكلب الأسود ينام على العشب,val
2059842472_f4fb61ea08.jpg,طفل يزحف بجانب شارع مقابل سماء زرقاء,train
2059842472_f4fb61ea08.jpg,صبي آسيوي صغير يزحف على الأسفلت,train
2059842472_f4fb61ea08.jpg,طفل آسيوي يزحف على طريق,train
2060031241_a3ae7a06bb.jpg,الطفل يحمل جهاز تحكم بلعبة فيديو فوق رأسه,val
2060031241_a3ae7a06bb.jpg,يحمل طفل صغير جهاز تحكم عن بعد أمام التلفزيون,val
2060031241_a3ae7a06bb.jpg,صبي صغير يحمل جهاز تحكم بلاي ستيشن على رأسه,val
206087108_d4557d38ee.jpg,سقط رجل في الشارع ليلاً,train
206087108_d4557d38ee.jpg,شخص ينام في الشارع مع حذائه,train
206087108_d4557d38ee.jpg,هناك رجل يستلقي على الأرض مع قبعة حمراء وبيضاء على رأسه,train
2061144717_5b3a1864f0.jpg,رجل على أمبيتيتير يتحدث إلى صبي,test
2061144717_5b3a1864f0.jpg,رجل يتحدث إلى صبي في منطقة شاغرة,test
2061144717_5b3a1864f0.jpg,يقف الرجل والصبي في أسفل الدرج في الهواء الطلق,test
2061354254_faa5bd294b.jpg,صبي صغير يدفعه شخص كبير السن في الملعب,test
2061354254_faa5bd294b.jpg,رجل يدفع صبيًا على خط الرمز البريدي,test
2061354254_faa5bd294b.jpg,ينزلق صبي مبتسم بحبل أثناء تعليقه,test
2061397486_53a61e17c5.jpg,كلب أسود اللون يحمل علامات بنية اللون يرتدي سترة حمراء يتجول في الطريق,train
2061397486_53a61e17c5.jpg,كلب بني وأسود يركض على طول مسار عشبي يرتدي سترة حمراء,train
2061397486_53a61e17c5.jpg,كلب مع قبعة حمراء يعمل على طريق ترابي,train
2061927950_dafba5b8a3.jpg,امرأة ورجل يحملان طفل يجلسان على الدرج,val
2061927950_dafba5b8a3.jpg,عائلة شابة تجلس على درجات حجرية,val
2061927950_dafba5b8a3.jpg,يجلس الرجل والمرأة على خطوات خشبية يحملان طفلهما,val
2061944672_0383e65c8a.jpg,يقف الكبار والأطفال ويلعبون أمام درجات بالقرب من منطقة مشجرة,val
2061944672_0383e65c8a.jpg,عائلة تقف في فناء مرصوف في حديقة في الخريف,val
2061944672_0383e65c8a.jpg,الفتاة ذات الدراجة الحمراء ترتدي بنطال أحمر,val
2062607137_dac194ad02.jpg,كلب بني وكلب أسود معا في العشب الطويل,train
2062607137_dac194ad02.jpg,كلب بني وكلب أسود معا في العشب الطويل,train
2062607137_dac194ad02.jpg,يقف كلبان في منطقة معشبة جدا,train
2063277300_f7ff476914.jpg,ثلاثة أطفال ويلعبون ويضحكون على الأرض,train
2063277300_f7ff476914.jpg,ثلاثة أطفال يلعبون على الأرض,train
2063277300_f7ff476914.jpg,ثلاثة أطفال يتصارعون على سجادة زهرية,train
2064417101_3b9d817f4a.jpg,سباق الكلب السلوقي يحدث في المسار,train
2064417101_3b9d817f4a.jpg,ثلاث كلاب تتسابق على مسار ترابي,train
2064417101_3b9d817f4a.jpg,ثلاث كلاب تسير على المسار,train
2064780645_8f28a1529f.jpg,مجموعة من الناس تقف أمام شمس,train
2064780645_8f28a1529f.jpg,أطفال في حقل عند الغسق,train
2064780645_8f28a1529f.jpg,يقف العديد من الناس بالقرب من الأشجار عند الغسق,train
2064790732_219e52e19c.jpg,صبي دون قميص يركض في الشارع بينما يقف عدة أشخاص خلفه,test
2064790732_219e52e19c.jpg,صبي صغير يرقص مع مجموعة من الناس وراءه في أحد شوارع المدينة,test
2064790732_219e52e19c.jpg,يتجول الولد الصغير بدون قميص حول البالغين,test
2064792226_97e41d8167.jpg,فتاة تلتقط صورة لفتاة ورجل على دراجة وردية مزينة بالألوان,train
2064792226_97e41d8167.jpg,يتظاهر شخصان على دراجة هوائية لصورة,train
2064792226_97e41d8167.jpg,شخصان يركبان دراجة ملونة بينما تأخذ امرأة شقراء صورتها,train
2065309381_705b774f51.jpg,رجل ينزلق على جبل مغطى بالثلج,train
2065309381_705b774f51.jpg,متسابق يسير بسرعة على تلة مغطاة بالثلوج,train
2065309381_705b774f51.jpg,الشمس تسطع فوق الثلوج والأشجار,train
2065875490_a46b58c12b.jpg,هيكل عظمي يجلس على سياج على حافة الطريق,train
2065875490_a46b58c12b.jpg,هيكل عظمي يجلس على الشجيرات,train
2065875490_a46b58c12b.jpg,هناك هيكل عظمي كبير خلف سياج,train
2066048248_f53f5ef5e2.jpg,مجموعة من الخيول والناس أمام جبل ثلجي,train
2066048248_f53f5ef5e2.jpg,ثلاثة ركاب يقفون حول خيولهم في الجبال,train
2066048248_f53f5ef5e2.jpg,رجلان وبعض الخيول على جبل ثلجي,train
2066241589_b80e9f676c.jpg,الكلب البني هو يمضغ على عصا,train
2066241589_b80e9f676c.jpg,كلب بني غامق يمضغ على عصا,train
2066241589_b80e9f676c.jpg,الكلب البني يلعب بعصا,train
2066271441_1f1f056c01.jpg,كلب أسود يحمل كرة ملونة,train
2066271441_1f1f056c01.jpg,كلب أسود يستعيد كرة في الماء,train
2066271441_1f1f056c01.jpg,كلب أسود يسبح مع كرة في فمه,train
2067362863_59577f9d4d.jpg,الكلب البني يقفز على كلب آخر أمام الرجل في الجينز,train
2067362863_59577f9d4d.jpg,كلب تان يتصارع مع كلب آخر على الحافة بينما يقف شخص ما بالقرب,train
2067362863_59577f9d4d.jpg,كلبان يتصارعان او يتعانقان,train
2067833088_04e84e5bf2.jpg,رجل يرتدي قبعة خضراء في الجبال,train
2067833088_04e84e5bf2.jpg,رجل يرتدي قبعة خضراء يقف على منحدر أمام جبل,train
2067833088_04e84e5bf2.jpg,يقف شخص في معدات التنزه على تلة مع جبل في الخلفية,train
2068403258_2669cf9763.jpg,ينقلب صبي آخر في النهر من قبل صبي آخر,train
2068403258_2669cf9763.jpg,مجموعة من الأطفال يلعبون في الماء تحت الجسر,train
2068403258_2669cf9763.jpg,الأولاد يقفزون من الجسر إلى الماء,train
2068465241_3bcabacfd7.jpg,طفلة صغيرة تسير بحزمة توازن مع شخص بالغ مستعد للمساعدة,train
2068465241_3bcabacfd7.jpg,فتاة صغيرة تقف على عارضة التوازن,train
2068465241_3bcabacfd7.jpg,فتاة شابة تمارس رياضة الجمباز على عارضة التوازن,train
2068960566_21e85ae0dc.jpg,يتأمل فتى حافي القدمين في الكاميرا بينما يتأرجح في الحديقة,train
2068960566_21e85ae0dc.jpg,صبي يتأرجح تحت السماء الزرقاء,train
2068960566_21e85ae0dc.jpg,طفلين في ذروة الأرجوحة,train
2069279767_fb32bfb2de.jpg,الرجال يتسلقون,train
2069279767_fb32bfb2de.jpg,رجلان في سرير أطفال معلق من جرف,train
2069279767_fb32bfb2de.jpg,اثنين من متسلقي الجبال يبتسمون على سفح الجبل,train
2070798293_6b9405e04d.jpg,فتاة صغيرة تقفز على الأريكة,train
2070798293_6b9405e04d.jpg,فتاة صغيرة تقفز على سرير أريكة,train
2070798293_6b9405e04d.jpg,فتاة صغيرة تقفز من أريكة وتعلو في الهواء,train
2070831281_dc04b3e15d.jpg,سيدة في قبعة بيضاء ونظارات شمسية تركب دراجة هوائية,train
2070831281_dc04b3e15d.jpg,امرأة في معطف شتوي تركب دراجة أسفل أحد شوارع المدينة,train
2070831281_dc04b3e15d.jpg,امرأة ترتدي قبعة صغيرة بيضاء تستقل دراجة في الشارع,train
2070831523_5035d5537e.jpg,صورة ضبابية لامرأة تستقل دراجة,train
2070831523_5035d5537e.jpg,أنثى مع وشاح أسود وخوذة يركبون دراجتها,train
2070831523_5035d5537e.jpg,امرأة تركب دراجتها في الشارع في الخريف,train
2071309418_1d7580b0f0.jpg,كلب أبيض يرتدي آذان الرنة بجوار كلب أسمر,train
2071309418_1d7580b0f0.jpg,الكلب الأبيض بجوار الكلب البني يرتدي عقال عيد الميلاد,train
2071309418_1d7580b0f0.jpg,اثنين من الكلاب ، واحد يرتدي قرون عيد الميلاد ، يتصارعان على العشب,train
207237775_fa0a15c6fe.jpg,رجل يقوم بقفزة خلفية بينما يأخذ الآخر صورة,train
207237775_fa0a15c6fe.jpg,شاب يأخذ صورة لصديقه يقوم بالجمباز في أحد الحقول,train
207237775_fa0a15c6fe.jpg,رجل يحمل صورة لرجل آخر يقفز في حقل بشجرة صغيرة,train
2072574835_febf0c5fb9.jpg,الكلاب في السباق,train
2072574835_febf0c5fb9.jpg,الكلاب السلوقية تقفز من البوابة في السباق,train
2072574835_febf0c5fb9.jpg,كلاب السباق الثلاثة تنفد من بوابة الانطلاق,train
207275121_ee4dfa0bf2.jpg,كلب بني يركض في الفناء,train
207275121_ee4dfa0bf2.jpg,كلب يهرب عبر فناء شخص ما,train
207275121_ee4dfa0bf2.jpg,كلب كبير بني يركض في فناء خلفي عشبي,train
2073105823_6dacade004.jpg,رجل يتزلج على سياج حديدي,test
2073105823_6dacade004.jpg,ينزلق شخص ما أسفل حائط من الطوب على الجليد,test
2073105823_6dacade004.jpg,يركب أحد المتزلجين على الجليد حاجزًا دون الثلج,test
2073174497_18b779999c.jpg,رجل ذو بشرة داكنة يتنقل في شارع مليء بالمرور,train
2073174497_18b779999c.jpg,رجل أسود يركب دراجة في موقف السيارات,train
2073174497_18b779999c.jpg,رجل يركب دراجة بالقرب من المرور,train
2073756099_7e02c0110c.jpg,كلب أسود يمسك طائرًا في فمه في البركة,train
2073756099_7e02c0110c.jpg,كلب يقفز في بركة السباحة بعد البط,train
2073756099_7e02c0110c.jpg,كلب يقفز في حمام السباحة للحصول على الدجاج,train
2073964624_52da3a0fc4.jpg,امرأة ترتدي قبعة ورديّة تركب دراجة هوائية,test
2073964624_52da3a0fc4.jpg,امرأة ترتدي ملابس سوداء ، وشاحًا أرجوانيًا ، وقبعة وردية تركب دراجة,test
2073964624_52da3a0fc4.jpg,امرأة مع نظارات وقبعة وردية تركب دراجتها,test
2074146683_7c83167aa1.jpg,امرأة في قبعة بيضاء تحمل المال وحقائبها,train
2074146683_7c83167aa1.jpg,امرأة ترتدي قبعة بيضاء وتحمل طفلاً وحقيبة بقالة وحقيبة زرقاء ، تفرز أموالها,train
2074146683_7c83167aa1.jpg,امرأة تحمل قبعة بيضاء تحمل طفلاً أثناء التسوق في سوق لمحلات البقالة,train
2074244690_82e30ff44b.jpg,مجموعة من الناس تجمعوا ليلا لمشاهدة حدث,train
2074244690_82e30ff44b.jpg,تجمع مجموعة من الناس لحضور حدث,train
2074244690_82e30ff44b.jpg,يتجمع العديد من الناس ويشاهدون حدثًا,train
2074764331_90a9962b52.jpg,جرو أسود يمضغ على رقبة الكلب البني,train
2074764331_90a9962b52.jpg,جرو أسود يمضغ على كلب بني بالغ,train
2074764331_90a9962b52.jpg,يتم وضع الكلب البني الصغير في حين عض الكلب الأسود,train
2075041394_0b3ea1822d.jpg,كلب بني يطارد كلبًا أبيض,train
2075041394_0b3ea1822d.jpg,كلب تان يطارد كلبًا أبيضًا من خلال العشب المورق,train
2075041394_0b3ea1822d.jpg,كلب أبيض واحد وكلب أسمر واحد يلعبان بعصا,train
2075321027_c8fcbaf581.jpg,رجل يرتدي قبعة يركب دراجته على درب الاستجمام,test
2075321027_c8fcbaf581.jpg,رجل عجوز ذو لحية رمادية يركب دراجته,test
2075321027_c8fcbaf581.jpg,رجل يرتدي البيريه يركب دراجة هوائية,test
2075493556_b763648389.jpg,يتقدم ثلاثة أولاد يرتدون ملابس رياضية عادية أمام مبنى أزرق,train
2075493556_b763648389.jpg,ثلاثة أولاد يضعون أذرعهم حول بعضهم البعض,train
2075493556_b763648389.jpg,ثلاثة أولاد يضعون ايديهم حول بعضهم البعض,train
207584893_63e73c5c28.jpg,شخص في طائرة شراعية معلقة,train
207584893_63e73c5c28.jpg,شخص على الشاطئ في طائرة شراعية خضراء,train
207584893_63e73c5c28.jpg,طفيلي صغير,train
2076428547_738e0a132f.jpg,جانب المتجول عند السماء الزرقاء وسلسلة الجبال,train
2076428547_738e0a132f.jpg,مسافر يقف على شاطئ بحيرة,train
2076428547_738e0a132f.jpg,يقف رجل مع حقيبة ظهر المشي لمسافات طويلة أمام بحيرة مع غابة في الخلفية,train
2076865206_53918c820c.jpg,رجل يلقي سنارة صيد,train
2076865206_53918c820c.jpg,رجل يصطاد,train
2076865206_53918c820c.jpg,شخص يلقي خط الصيد في الماء,train
2076906555_c20dc082db.jpg,صبي يرتدي سترة جان ويده على صدره وهو يبتسم أمام الكاميرا,train
2076906555_c20dc082db.jpg,يقف صبي يكتب على يده في متجر,train
2076906555_c20dc082db.jpg,شاب في سترة جان يبتسم للكاميرا داخل متجر,train
