caption,id,file_path
فتى صغير يقف على الزلاجات في العشب.,160837,000000160837.jpg
صبي صغير يحمل زوجًا من أعمدة التزلج أثناء وقوفه على زوج من الزلاجات.,160837,000000160837.jpg
طفل يقف على الزلاجات ممسكًا بأعمدة على العشب.,160837,000000160837.jpg
طفل على الزلاجات في حقل بالقرب من مبنى,160837,000000160837.jpg
صبي صغير يركب الزلاجات مع أعمدة التزلج.,160837,000000160837.jpg
رجل يحمل مضرب بيسبول في ملعب بيسبول.,270248,000000270248.jpg
يقف الخليط جاهزًا للهجوم مع الماسك وأول رجل في الصورة أيضًا.,270248,000000270248.jpg
هناك لعبة بيسبول جارية ، والضارب على وشك ضرب الكرة.,270248,000000270248.jpg
لاعب بيسبول يحمل مضربه للخارج.,270248,000000270248.jpg
لاعب بيسبول يستعد لمطاردة بيسبول,270248,000000270248.jpg
راكب أمواج يركب لوح تزلج أصفر لامع في الأمواج.,376347,000000376347.jpg
رجل على لوح ركوب الأمواج في المحيط.,376347,000000376347.jpg
راكب أمواج يركب لوح تزلج أصفر وهو يضرب الأمواج.,376347,000000376347.jpg
شخص يقف على لوح ركوب الأمواج أثناء ركوب موجة.,376347,000000376347.jpg
رجل يتزلج على الماء يحجبه رذاذ الماء.,376347,000000376347.jpg
رجل على لوح ركوب الأمواج يركب الأمواج في المحيط,480747,000000480747.jpg
رجل يركب لوح ركوب الأمواج عبر الأمواج,480747,000000480747.jpg
يركز راكب أمواج متمرس على اتجاه الموجة المتجهة للداخل.,480747,000000480747.jpg
طفل يركب لوح تزلج على الماء على الشاطئ,480747,000000480747.jpg
شاب يركب موجة المحيط على لوح التزلج,480747,000000480747.jpg
رجل يرتدي زي أزرق يركل كرة القدم,26374,000000026374.jpg
لاعب كرة قدم يرتدي زي كرة قدم كامل ويقفز في الهواء فوق كرة قدم.,26374,000000026374.jpg
رجل يركض ويركل كرة القدم.,26374,000000026374.jpg
لاعب كرة قدم يركل كرة قدم.,26374,000000026374.jpg
لاعب كرة قدم يحاول السيطرة على الكرة.,26374,000000026374.jpg
تتوقف حافلة بجوار عمود إنارة.,51474,000000051474.jpg
حافلة المدينة على طريق بجوار وسيط عشبي.,51474,000000051474.jpg
حافلة تسير في شارع ذي مسربين بجوار سيارة.,51474,000000051474.jpg
حافلة ركاب حمراء وسوداء وبيضاء تسير في شارع حضري.,51474,000000051474.jpg
حافلة على جانب الطريق.,51474,000000051474.jpg
أكشاك السوق مع الموز والناس يبيعون ويشترون,55608,000000055608.jpg
عدة باقات من الموز جاهزة للبيع على الموائد وعلى الأرض.,55608,000000055608.jpg
مجموعة من الناس يتسوقون في سوق مزارع خارجي.,55608,000000055608.jpg
بعض الناس يتسوقون في الشارع لشراء الموز.,55608,000000055608.jpg
الناس في الشارع يشترون الموز من سوق الشارع,55608,000000055608.jpg
رجل يحمل كرة تنس في يد ومضرب تنس في اليد الأخرى.,436394,000000436394.jpg
رجل يرتدي قميصًا برتقاليًا يستعد لخدمة الكرة في مباراة تنس.,436394,000000436394.jpg
رجل يرتدي قميصًا برتقاليًا يستعد لخدمة الكرة أثناء المباراة.,436394,000000436394.jpg
رجل يحمل مضرب تنس وكرة في يديه.,436394,000000436394.jpg
رجل يحمل مضرب تنس وكرة,436394,000000436394.jpg
دراجات نارية مركونة في غرفة مليئة بالملصقات.,554378,000000554378.jpg
مجموعة من الدراجات النارية معدة للبيع.,554378,000000554378.jpg
هناك العديد من الدراجات الترابية تقف بالقرب من بعضها البعض,554378,000000554378.jpg
دراجتان ناريتان بجانب بعضهما البعض.,554378,000000554378.jpg
هذه أربع دراجات حمراء متوقفة على التوالي,554378,000000554378.jpg
شاب يركب لوح تزلج في حديقة تزلج.,149375,000000149375.jpg
متزلج يقوم بعمل علامة في حديقة تزلج.,149375,000000149375.jpg
متزلج يقوم بخدعة في منتزه تزلج داخلي,149375,000000149375.jpg
شخص يركب لوح تزلج على منحدر.,149375,000000149375.jpg
شخص على لوح التزلج يقوم بقفزة,149375,000000149375.jpg
رجل جالس على مقعد بجانب نهر,231034,000000231034.jpg
شخص ما يجلس على مقعد بالقرب من الماء.,231034,000000231034.jpg
شخص كبير السن جالسًا على مقعد ينظر إلى المسافة.,231034,000000231034.jpg
رجل يجلس على مقعد أمام قارب.,231034,000000231034.jpg
جثا على ركبتيه لتفقد العجلة الأمامية للدراجة النارية.,311562,000000311562.jpg
رجل في الهواء الطلق يعمل على دراجة نارية.,311562,000000311562.jpg
رجل آسيوي يصلح الإطار الأمامي لدراجته النارية,311562,000000311562.jpg
رجل يعمل على العجلة الأمامية لدراجة نارية في الليل.,311562,000000311562.jpg
رجل يرتدي سترة سوداء يعمل على دراجة نارية سوداء,311562,000000311562.jpg
مجموعة من الأشخاص في مطعم يجلسون في صف من طاولات لشخصين.,312398,000000312398.jpg
مجموعة من الرجال يجلسون حول المائدة يتناولون الطعام.,312398,000000312398.jpg
هناك العديد من الأشخاص يجلسون على هذه الطاولة الطويلة جدًا,312398,000000312398.jpg
زوجان من الرجال يتحدثون على طاولة طعام.,312398,000000312398.jpg
مجموعة من الناس جالسين يأخذون النبيذ مع كؤوس على مائدتهم.,312398,000000312398.jpg
امرأة ستلمس حصانًا في الحقل,444444,000000444444.jpg
امرأة تقف بجانب حصان أبيض وأسود.,444444,000000444444.jpg
شابة ترتدي معطفًا جلديًا على وشك أن تداعب حصانًا,444444,000000444444.jpg
امرأة تغذي حصانًا في مزرعة.,444444,000000444444.jpg
امرأة تقف أمام حصان بني.,444444,000000444444.jpg
حافلة المدينة تسير عبر حي باتجاه مطار هيثرو.,16513,000000016513.jpg
حافلة حمراء تسير في شارع أمام منزل.,16513,000000016513.jpg
حافلة ركاب حمراء كبيرة تسير على أحد الطرق.,16513,000000016513.jpg
حافلة حمراء تسير في شارع وفي الخلفية سياج وشجرة ومنزل بني.,16513,000000016513.jpg
حافلة عبور حمراء تسير على طريق مكون من حارتين.,16513,000000016513.jpg
متزلج على الماء يقفز من منحدر في بحيرة في فلوريدا,213827,000000213827.jpg
شخص على الزلاجات المائية يقوم بحيل القفز من المنحدر,213827,000000213827.jpg
شخص يقفز فوق منحدر في الماء,213827,000000213827.jpg
امرأة على زلاجة مائية في الهواء.,213827,000000213827.jpg
متزلج على الماء يقوم بشقلبة في الهواء.,213827,000000213827.jpg
رجل على دراجة بجوار الحافلة,429658,000000429658.jpg
راكب دراجة يمر بالحافلة بينما تقل الركاب.,429658,000000429658.jpg
تتوقف الحافلة عند محطة للحافلات بالقرب من مبنى ويمر الرجل بالدراجة بجوارها,429658,000000429658.jpg
حافلة حمراء سوداء وصفراء ذكر على دراجة ومباني,429658,000000429658.jpg
راكب دراجة يمر من حافلة ركاب حمراء في موقف في أحد شوارع المدينة,429658,000000429658.jpg
رجل يرتدي سترة وربطة عنق بابتسامة.,571236,000000571236.jpg
عنق شخص يرتدي ربطة عنق وعليها سترة.,571236,000000571236.jpg
يرتدي الشخص قميصًا وربطة عنق.,571236,000000571236.jpg
شخص عنده احلى وربطة عنق.,571236,000000571236.jpg
صورة عن قرب لرجل يرتدي قميصًا   وربطة عنق منقوشة وسترة  .,571236,000000571236.jpg
هناك شخصان يلعبان لعبة فيديو معًا,574525,000000574525.jpg
زوج من الأشخاص يلعبون بأجهزة التحكم عن بعد  ,574525,000000574525.jpg
صبي وفتاة يلعبان لعبة فيديو.,574525,000000574525.jpg
شابان يلعبان لعبة فيديو  ,574525,000000574525.jpg
رجل وامرأة يلعبان لعبة فيديو ,574525,000000574525.jpg
فيل سيرك يسير في عرض مع قائد الفرقة الموسيقية,53150,000000053150.jpg
فيل سيرك يسير عبر موقف للسيارات بواسطة شخص.,53150,000000053150.jpg
رجل يمشي مع فيل في موقف للسيارات.,53150,000000053150.jpg
رجل يمشي مع فيل عبر موقف للسيارات,53150,000000053150.jpg
رجل يسير فيلًا في شارع يمر بعدة سيارات ومباني متعددة الطوابق.,53150,000000053150.jpg
حافلة عامة تمر أمام متجر,176029,000000176029.jpg
حافلة مليئة بالركاب تسير على الطريق.,176029,000000176029.jpg
يتم إيقاف حافلة المدينة لنقل الركاب على متنها.,176029,000000176029.jpg
حافلة ركاب بيضاء تشق طريقها في أحد شوارع المدينة.,176029,000000176029.jpg
حافلة بيضاء تمر عبر متجر على طول أحد شوارع المدينة.,176029,000000176029.jpg
مجموعة من الناس يقفون حول عربات تحمل فواكه على الجليد.,230598,000000230598.jpg
كشك طعام به موز في منطقة خارجية,230598,000000230598.jpg
كثير من الناس يقفون وراء كشك يبيعون الموز,230598,000000230598.jpg
رجل يبيع الموز من عربة في الشارع.,230598,000000230598.jpg
عربة عليها موز من بائع متجول,230598,000000230598.jpg
رجل يستعد لضرب كرة تنس في ملعب تنس.,372265,000000372265.jpg
شاب يلعب التنس في ملعب تنس,372265,000000372265.jpg
رجلا قفز مرة أخرى إلى كرة التنس بمضرب.,372265,000000372265.jpg
امرأة تقف على ملعب تنس تحمل مضربًا.,372265,000000372265.jpg
رجل يمسك مضرب التنس قبل أن تصل الكرة إليه,372265,000000372265.jpg
مجموعة من الرجال يقفون حول مائدة مغطاة بالطعام.,374661,000000374661.jpg
 مجموعة من الناس تجتمع حول طاولة طعام كبيرة مع الطعام.,374661,000000374661.jpg
الناس يقفون على طاولة ويضعون اضافات على النقانق.,374661,000000374661.jpg
صلصة الخردل والكاتشب والمخلل ضرورية مع النقانق.,374661,000000374661.jpg
عائلة تأكل الطعام الأمريكي الرائع ، النقانق المقلية,374661,000000374661.jpg
رجل يقف في الثلج بجانب زلاجته,14874,000000014874.jpg
رجل يقف على منحدر التزلج مع زوج من الزلاجات.,14874,000000014874.jpg
متزلج يقف بجانب الزلاجات العالقة في الثلج.,14874,000000014874.jpg
رجل يقف في الجليد.,14874,000000014874.jpg
رجل يقف فوق أرض مغطاة بالثلوج.,14874,000000014874.jpg
سوق الخضار والفواكه مع الموز الأخضر والأصفر.,44815,000000044815.jpg
يتم عرض الموز الأخضر والأصفر على طاولة.,44815,000000044815.jpg
ينضج الموز وهم ينتظرون الشراء في السوق,44815,000000044815.jpg
هناك العديد من الموز في قسم الإنتاج,44815,000000044815.jpg
طاولة خشبية في متجر مليء بالموز الناضج وغير الناضج.,44815,000000044815.jpg
راكبة أمواج تضيع تقريبًا في الرغوة وهي مستلقية على لوح التزلج الخاص بها.,127516,000000127516.jpg
امرأة ترتدي بذلة سوداء على لوح التزلج باللونين الأزرق والأبيض.,127516,000000127516.jpg
امرأة مع لوح ركوب الأمواج قادمًا من المحيط.,127516,000000127516.jpg
امرأة تأتي مع موجة على لوح جسد.,127516,000000127516.jpg
شخص مستلقى على بطنه على لوح التزلج.,127516,000000127516.jpg
رجل يركب موجة في محيط على لوح ركوب الأمواج.,319943,000000319943.jpg
ثلاثة أشخاص يمارسون رياضة ركوب الأمواج بالقرب من الساحل العشبي.,319943,000000319943.jpg
عدة أشخاص في مياه المحيط على ألواح التزلج على الماء.,319943,000000319943.jpg
العديد من راكبي الأمواج يركبون الأمواج في محيط صافٍ جدا.,319943,000000319943.jpg
صورة   لرجل يمارس رياضة ركوب الأمواج في محيط أزرق صاف.,319943,000000319943.jpg
دراجات النارية متوقفة على طول الممر الدائري في يوم مشمس.,405620,000000405620.jpg
دراجتان ناريتان متوقفتان على جانب طريق ريفي.,405620,000000405620.jpg
دراجتان ناريتان متوقفتان بجوار حديقة.,405620,000000405620.jpg
دراجات نارية متوقفة على جانب الطريق بجانب شجرة وبعض العشب.,405620,000000405620.jpg
مجموعة دراجات خارج مبنى مع أشخاص بالقرب منه,405620,000000405620.jpg
شخص يحمل سيجارة ومضرب بيسبول,14756,000000014756.jpg
رجل يدخن سيجارة يحمل مضرب بيسبول ملطخًا بالدماء عبر كتفه.,14756,000000014756.jpg
رجل يدخن سيجارة يمسك  بمضرب بيسبول مبلل بالدم في غرفة شيطانية مظلمة.,14756,000000014756.jpg
رجل يدخن سيجارة بينما يحمل مضرب.,14756,000000014756.jpg
رجل يحمل مضرب بيسبول وسيجارة.,14756,000000014756.jpg
حافلة بيضاء بخطوط حمراء متوقفة في الشارع.,165412,000000165412.jpg
حافلة ركاب كبيرة تتوقف عند محطة للحافلات.,165412,000000165412.jpg
توقفت الحافلة في محطة للحافلات.,165412,000000165412.jpg
تصطف حافلتان بيضاء ذات خطوط حمراء.,165412,000000165412.jpg
توجد حافلة على جانب الطريق و أخرى خلفها ,165412,000000165412.jpg
رجل يقف على خلفية شاحنة  ,250809,000000250809.jpg
رجل يفرغ شاحنة كبيرة في الشارع.,250809,000000250809.jpg
تستعد شاحنة الشحن للتفريغ في بيئة حضرية مزدحمة.,250809,000000250809.jpg
رجل يقف على ظهر شاحنة بينما الشاحنة على الطريق.,250809,000000250809.jpg
شاحنة في إسرائيل تنتظر إشارة مرور.,250809,000000250809.jpg
شاحنة مع كتابة أجنبية تقوم بالتسليم,250809,000000250809.jpg
طفل يصنع شطيرة على المنضدة.,315111,000000315111.jpg
شخص يصنع شطيرة زبدة الفول السوداني على طاولة المطبخ.,315111,000000315111.jpg
صبي يضع زبدة الفول السوداني على شطيرة,315111,000000315111.jpg
طفل يوزع زبدة الفول السوداني على قطعة خبز,315111,000000315111.jpg
طفل يصنع شطيرة زبدة الفول السوداني والمربى على منضدة.,315111,000000315111.jpg
قطار  قديم ذو محرك فحم  يسير على خط السكة الحديد.,414068,000000414068.jpg
جرار قطار أخضر وسوداء وعرباته تسير على مساره,414068,000000414068.jpg
قطار سكة حديد على القضبان يطلق   البخار,414068,000000414068.jpg
قطار بمحرك بخارى يسافر عبر جانب ريفي أخضر مورق.,414068,000000414068.jpg
قطار يجري على القضبان بالقرب من الأشجار,414068,000000414068.jpg
شخص يرتدي بذلة الغوص ويتزلج على الأمواج في الماء.,60873,000000060873.jpg
راكب أمواج يرتدي ملابس سوداء يركب موجة بيضاء.,60873,000000060873.jpg
رجل يركب الأمواج على الشاطئ.,60873,000000060873.jpg
شاب يركب لوح تزلج على الماء في المحيط.,60873,000000060873.jpg
رجل يتمسك بلوح التزلج الخاص به أثناء ركوب موجة.,60873,000000060873.jpg
رجل يركب لوح مع مجداف على المحيط.,89202,000000089202.jpg
يقف الرجل على لوحه وهو يمارس رياضة ركوب الأمواج.,89202,000000089202.jpg
رجل يرتدي بدلة تزلج يقف على لوح تزلج في الماء.,89202,000000089202.jpg
هناك رجل يقف على لوح في المحيط.,89202,000000089202.jpg
رجل يركب لوح تزلج على الماء في المحيط.,89202,000000089202.jpg
 صورة تظهر كيف يتم صنع مقعد على شكل فراشة على اليدين.,111067,000000111067.jpg
صورة تظهر نقشًا على مقعد.,111067,000000111067.jpg
الكثير من الصور لبعض المقاعد الخشبية.,111067,000000111067.jpg
صور مقاعد في حالات مختلفة من البناء,111067,000000111067.jpg
سلسلة من الصور تظهر إنشاء مقعد منحوت يدويًا من جذع شجرة خشبي كبير.,111067,000000111067.jpg
رجل يقود   دراجة نارية صفراء زاهية في الشارع.,308175,000000308175.jpg
ضابط شرطة على دراجة نارية يوجه حركة المرور,308175,000000308175.jpg
ضابط شرطة يرتدي سترة عاكسة يركب دراجة نارية تابعة للشرطة,308175,000000308175.jpg
راكب دراجة نارية يسير في شارع حضري.,308175,000000308175.jpg
شخص على دراجة نارية في أحد شوارع المدينة.,308175,000000308175.jpg
صبي صغير يسير في ممر فوق بساط.,486035,000000486035.jpg
الصبي يسير في الممر.,486035,000000486035.jpg
طفل صغير يسير في ممر مع أشخاص ينظرون إليه.,486035,000000486035.jpg
الكثير من الناس يشاهدون طفلًا صغيرًا يحمل شيئًا ما على الممر.,486035,000000486035.jpg
طفل صغير يسير في ممر الكنيسة,486035,000000486035.jpg
شاحنة حمراء تمر ليلاً وأضوائها مضاءة تحت المطر.,7726,000000007726.jpg
شاحنة توصيل حمراء تسير في شارع مبلل ليلاً.,7726,000000007726.jpg
شاحنة حمراء كبيرة في أحد شوارع المدينة.,7726,000000007726.jpg
شاحنة   تسير على الطريق في يوم ممطر,7726,000000007726.jpg
شاحنة توصيل حمراء تسير عبر شارع غارق في المطر.,7726,000000007726.jpg
كمبيوتر محمول موضوع على طاولة خشبية مفتوحا,225352,000000225352.jpg
صورة مقربة لجهاز كمبيوتر محمول موضوع على طاولة خشبية.,225352,000000225352.jpg
جهاز كمبيوتر محمول على الطاولة و شخص جالس على طاولة أخرى.,225352,000000225352.jpg
كمبيوتر محمول بشاشة ملونة يجلس على طاولة في مطعم.,225352,000000225352.jpg
كمبيوتر محمول وفأرة وفنجان قهوة وذراع رجل على طاولة أخرى,225352,000000225352.jpg
حشد من الناس يسيرون في محطة قطار.,286051,000000286051.jpg
الكثير من الناس في محطة قطار خارجية.,286051,000000286051.jpg
منصة قطار مزدحمة بها الكثير من الناس بالقرب من السلم الكهربائي.,286051,000000286051.jpg
مجموعة كبيرة من الناس في المحطة.,286051,000000286051.jpg
مترو أنفاق مزدحم مع مجموعة من الأشخاص الذين يرتدون معدات التخييم.,286051,000000286051.jpg
شخص يحمل كأس نبيذ في يده.,345265,000000345265.jpg
كأس صغير من الخمور في غرفة مزدحمة,345265,000000345265.jpg
هناك رجل يحمل في يده كأس نبيذ.,345265,000000345265.jpg
شخص يحمل كأس نبيذ شبه فارغ.,345265,000000345265.jpg
شخص يحمل كأسًا به بعض الخمر,345265,000000345265.jpg
رجل وفتى صغير معًا أمام مجموعة من المتاجر ذات الهندسة المعمارية على الطراز الآسيوي والطائرات الورقية المعلقة من الأعلى.,515572,000000515572.jpg
رجل وطفل يمشيان تحت ممر بجوار طائرات ورقية.,515572,000000515572.jpg
تزين الطائرات الورقية الكبيرة الملونة ممرًا عاليًا فوق لافتة مقهى.,515572,000000515572.jpg
صورة لعدة طائرات ورقية معروضة مع رجل وصبي.,515572,000000515572.jpg
رجل وطفل يقفان تحت طائرات ورقية مزخرفة في بهو.,515572,000000515572.jpg
يظهرطاولة مع الطعام على الجزء العلوي منها.,21993,000000021993.jpg
شخص على طاولة مع بعض الطعام.,21993,000000021993.jpg
الوجبة والحلويات يتمتع بها جميع الضيوف.,21993,000000021993.jpg
زوجان من الناس يجلسون على مائدة عشاء مليئة بالطعام.,21993,000000021993.jpg
كعكة مع 48 شمعة موضوعة على طاولة مغطاة بأطباق وأكواب من الشراب.,21993,000000021993.jpg
الفارس يركب الحصان على المسار.,334607,000000334607.jpg
فارس يركب حصانًا على طول مسار سباق ترابي.,334607,000000334607.jpg
صورة بالأبيض والأسود لفارس على حصان,334607,000000334607.jpg
حصان واحد وراكب على مضمار السباق في الصورة القديمة.,334607,000000334607.jpg
رجل يركب حصانًا في الملعب.,334607,000000334607.jpg
شخصان يطيران طائرة ورقية صفراء وحمراء,358396,000000358396.jpg
شخصان يطيران طائرة ورقية في الوادي,358396,000000358396.jpg
يطير زوجان طائرة ورقية صفراء طويلة الذيل في الهواء,358396,000000358396.jpg
شخصان يطيران طائرة ورقية في منحدر التل,358396,000000358396.jpg
طائرة ورقية ذات ذيل طويل جدًا تحلق في السماء.,358396,000000358396.jpg
مجموعة من الأشخاص يركبون الدراجات في أحد شوارع المدينة.,378312,000000378312.jpg
الناس يركبون دراجاتهم في منتصف الطريق.,378312,000000378312.jpg
عدة رجال يركبون دراجات في شارع سكني.,378312,000000378312.jpg
مجموعة من سائقي الدراجات النارية يتنافسون في سباق.,378312,000000378312.jpg
مجموعة من سائقي الدراجات  يسيرون على الطريق,378312,000000378312.jpg
الحافلة ذات مستويين ليجلس عليهما الناس,570874,000000570874.jpg
حافلة حمراء ذات طابقين ، رقم 15 ، على الطريق.,570874,000000570874.jpg
تتحرك حافلة ذات طابقين حمراء زاهية في أحد شوارع المدينة.,570874,000000570874.jpg
شوهدت حافلة ذات طابقين على الطراز القديم في الشوارع.,570874,000000570874.jpg
حافلة ذات طابقين تقف في حارة في أوروبا.,570874,000000570874.jpg
لاعب تنس يستعد لضرب كرة تنس.,20012,000000020012.jpg
رجل يرتدى أبيض بالكامل على ملعب تنس من الطين ينظر إلى كرة التنس.,20012,000000020012.jpg
لاعب تنس في منتصف الإرسال.,20012,000000020012.jpg
لاعب تنس يرتدى اللون الأبيض يلعب التنس,20012,000000020012.jpg
رجل يقف على ملعب تنس يحمل مضربًا.,20012,000000020012.jpg
لافتة توضح مكان بجانب الطريق,118405,000000118405.jpg
لافتة شارع على عمود معدني بجوار شارع.,118405,000000118405.jpg
علامة othello أمام مطعم في الشارع.,118405,000000118405.jpg
"لافتة شارع زرقاء وبيضاء مكتوب عليها ""othello"".",118405,000000118405.jpg
علامة موضوعة أمام مكان العمل.,118405,000000118405.jpg
عدة سيارات إطفاء تمر في شارع بجوار المباني.,305746,000000305746.jpg
مجموعة من سيارات الإطفاء تسير على الطريق.,305746,000000305746.jpg
عربات الإطفاء تنحدر  في الشارع فيما يشبه موكب بلدة صغيرة.,305746,000000305746.jpg
مجموعة من عربات الإطفاء تسير في الشارع.,305746,000000305746.jpg
عدة سيارات إطفاء تنزل في الشارع في استعراض.,305746,000000305746.jpg
رجل يركب لوح تزلج على منحدر مغطى بالثلج.,313118,000000313118.jpg
مجموعة من المتزلجين يقفزون من التل.,313118,000000313118.jpg
تعرض متعدد لشخص يقوم بقفزة على الجليد,313118,000000313118.jpg
شخص على لوح تزلج يقوم بخدعة على منحدر.,313118,000000313118.jpg
مجموعة من المتزلجين يتناوبون القفز من منحدر,313118,000000313118.jpg
المنضدة مليئة بالعديد من أنواع الأطعمة.,321938,000000321938.jpg
يتم تكديس المنضدة مع المعكرونة والسندويشات.,321938,000000321938.jpg
طاولة مليئة بأطباق متنوعة على طراز البوفيه.,321938,000000321938.jpg
طبق مليء بالهامبرغر والسلطانيات المليئة بالمعكرونة.,321938,000000321938.jpg
الكثير من الطعام فى الأطباق في المطبخ.,321938,000000321938.jpg
شاب يتزلج أثناء الاستماع إلى الموسيقى.,94619,000000094619.jpg
رجل يركب على لوح تزلج.,94619,000000094619.jpg
صبي في سن المراهقة يركب لوح التزلج أسفل الرصيف بجوار بعض السلالم,94619,000000094619.jpg
شاب يركب لوح تزلج بجانب درجات أسمنتية.,94619,000000094619.jpg
يتزلج لوح التزلج بينما الخلفية ضبابية أمامه.,94619,000000094619.jpg
شاحنة قمامة بها ثلاثة عمال قمامة تسير في الشارع.,146646,000000146646.jpg
شاحنة قمامة في المدينة بها ثلاثة رجال في المقدمة.,146646,000000146646.jpg
شاحنة قمامة تسير بجانب مبنى في الشارع.,146646,000000146646.jpg
شاحنة العمل تسير على الطريق.,146646,000000146646.jpg
شاحنة قمامة تسير في طريق هادئ.,146646,000000146646.jpg
متزلج يركب درابزين مجموعة من السلالم.,184820,000000184820.jpg
مجموعة من الناس يشاهدون رجلاً يقوم بحيل تزلج,184820,000000184820.jpg
حشد كبير من المتفرجين يراقبون صبيًا صغيرًا يتزلج على الألواح  على درابزين حديدي.,184820,000000184820.jpg
شخص يركب لوح تزلج على الدرابزين,184820,000000184820.jpg
متزلج ذكر يركب على سكة حديدية بينما يشاهده مجموعة من الناس.,184820,000000184820.jpg
طبق مع شطيرة غير مأكولة يجلس بجانب كأس من البيرة.,401092,000000401092.jpg
هذه شطيرة ذات وجه مفتوح ومكونة من عدة مكونات.,401092,000000401092.jpg
طبق به بعض الطعام,401092,000000401092.jpg
طبق أبيض مع بعض الخبز والطماطم والخيار والمواد الغذائية الأخرى,401092,000000401092.jpg
طبق من الطعام والشراب على الطاولة.,401092,000000401092.jpg
فتاة شابة تحمل قفازًا بها كرة  بيسبول.,446557,000000446557.jpg
طفل يحمل كرة بيسبول في قفاز ويبتسم للكاميرا.,446557,000000446557.jpg
طفل يحمل كرة بيسبول في قفاز.,446557,000000446557.jpg
فتاة ترتدي قفاز بيسبول وداخلها كرة بيسبول,446557,000000446557.jpg
الفتاة لديها كرة بيسبول في قفازها.,446557,000000446557.jpg
مجموعة من الناس في فندق وبعضهم يأخذ النبيذ,224388,000000224388.jpg
رجلان يشربان بينما يجلسان في حانة في الهواء الطلق.,224388,000000224388.jpg
زوجان من الرجال يجلسون على طاولة مع كؤوس من النبيذ.,224388,000000224388.jpg
يرتدي الرجال ملابس غير رسمية ويأخذون عينات من النبيذ أثناء النهار,224388,000000224388.jpg
شخصان يتذوقان النبيذ في حدث في الهواء الطلق,224388,000000224388.jpg
غرفة نوم طفل بها كرسي محشو وسجادة خرقة وصور على الجدران.,266275,000000266275.jpg
غرفة معيشة صغيرة تقع في مدينة ملاهي.,266275,000000266275.jpg
تم تزيين الغرفة بموضوع ميكي ماوس.,266275,000000266275.jpg
كرسي ومكتب في الغرفة.,266275,000000266275.jpg
غرفة بها كرسي صغير غريب بداخلها,266275,000000266275.jpg
زوجان من الرجال يقفون بجانب مسارات القطار.,292236,000000292236.jpg
الجزء الخلفى من الناس وهم ينتظرون وصول القطار إلى المحطة.,292236,000000292236.jpg
رجلان ينتظران القطار عند الغسق,292236,000000292236.jpg
العديد من الأشخاص ينتظرون على جانب مسارات القطار حيث أن القطار معها ؛ الأضواء المضاءة تنزل على المسار.,292236,000000292236.jpg
عدة أشخاص يقفون في محطة قطار أثناء وصول القطار.,292236,000000292236.jpg
حافلة مزدوجة عالية تقف في الشارع.,317460,000000317460.jpg
اثنتان من حافلات الجولات السياحية ذات الطابقين تقوم بالدوران على الطريق.,317460,000000317460.jpg
حافلتان حمراء ذات طابقين تقتربان,317460,000000317460.jpg
حافلتان ذات طابقين تسير على الطريق بالقرب من المنازل.,317460,000000317460.jpg
حافلات حمراء ذات طابقين على دوار المدينة.,317460,000000317460.jpg
امرأة تقبل زرافة على أنفها.,533860,000000533860.jpg
اتكأت امرأة حنونًاعلى زرافة.,533860,000000533860.jpg
امرأة تضع وجهها على وجه الزرافة.,533860,000000533860.jpg
الزرافة التي تعطي قبلة للفتاة,533860,000000533860.jpg
تقترب الزرافة من الزائر في محيطها.,533860,000000533860.jpg
مجموعة من الناس يقفون في المطبخ.,52996,000000052996.jpg
مجموعة من النساء في ملابس عسكرية يساعدن نساء أخريات في المطبخ.,52996,000000052996.jpg
جنديتين تتحدثان إلى نساء أخريات في المطبخ,52996,000000052996.jpg
بعض الناس في المطبخ مع قدر كبير على الموقد.,52996,000000052996.jpg
المجندات يساعدن المواطنين في المطبخ,52996,000000052996.jpg
تحميل رافعة شوكية على شاحنة مسطحة.,195685,000000195685.jpg
عادت شاحنة خضراء عليها رافعة بجوار عامل طوارئ.,195685,000000195685.jpg
شاحنة صغيرة محمولة على شاحنة أكبر,195685,000000195685.jpg
شاحنة عسكرية تحمل رافعة شوكية على ظهرها.,195685,000000195685.jpg
الشاحنة تسحب الرافعة الشوكية في الجزء الخلفي منها.,195685,000000195685.jpg
حافلة ذات طابقين بها حمولة من الأشخاص في الأعلى وإعلان على جانبها.,450313,000000450313.jpg
الحافلة التي تسير على الطريق.,450313,000000450313.jpg
حافلة سياحية في الهواء الطلق تقود في مدينة.,450313,000000450313.jpg
حافلة ذات طابقين محملة بالناس.,450313,000000450313.jpg
حافلة ذات مستويين وإعلان مضيفة تسافر في أحد الشوارع.,450313,000000450313.jpg
مجموعة من الناس على الشاطئ مع المظلات.,462792,000000462792.jpg
العديد من المظلات والكراسي الشاطئية الملونة وأشخاص يلعبون في الماء,462792,000000462792.jpg
المظلات والمناشف والكراسي والأشخاص على الشاطئ.,462792,000000462792.jpg
يوجد على الشاطئ العديد من البطانيات والمظلات.,462792,000000462792.jpg
شاطئ به الكثير من الناس والمظلات.,462792,000000462792.jpg
رجل يرتدي قميصًا برتقاليًا لديه أربعة هواتف محمولة.,550056,000000550056.jpg
رجل يمسك بأربعة هواتف خلوية مختلفة,550056,000000550056.jpg
رجل على هاتفين خلويين في الغرفة.,550056,000000550056.jpg
رجل يحمل حفنة من الهواتف المحمولة على أذنيه,550056,000000550056.jpg
